,orderType,bzpNumber,isTenderAmountBelowEU,orderObject,cpvCode,htmlBody,contractors
967,Works,2023/BZP 00004607,True,MALOWANIE ELEWACJI BUDYNKU ZESPOLONEGO I KLATEK SCHODOWYCH W BUDYNKU GŁÓWNYM DOMU POMOCY SPOŁECZNEJ W KOSTOMŁOTACH,"45442100-8 (Roboty malarskie),45443000-4 (Roboty elewacyjne),45442190-5 (Usuwanie warstwy malarskiej),45442000-7 (Nakładanie powierzchni kryjących),45410000-4 (Tynkowanie),45442300-0 (Roboty w zakresie ochrony powierzchni)","{'4.3.)': 54034.19, '6.4.)': 54034.19, '8.2.)': 54034.19}",1
969,Services,2023/BZP 00004616,True,świadczenie usług pedagogicznych w jednostkach Zamawiającego w Zgorzelcu i Sieniawce (oddziały psychiatryczne),85000000-9 (Usługi w zakresie zdrowia i opieki społecznej),"{'4.3.)': 595000.0, '4.5.5.)': 119000.0, '6.2.)': 119000.0, '6.3.)': 119000.0, '6.4.)': 119000.0, '8.2.)': 119000.0}",5
970,Delivery,2023/BZP 00004617,True,Zakup i sukcesywna dostawa pieczywa oraz świeżych wyrobów piekarsko- ciastkarskich do Domu Pomocy Społecznej w Nowym Sączu ul. Nawojowska 159,"15810000-9 (Pieczywo, świeże wyroby piekarskie i ciastkarskie)","{'6.2.)': 130011.0, '6.3.)': 215926.2, '6.4.)': 130011.0, '8.2.)': 130011.0}",1
971,Services,2023/BZP 00004618,True,„Świadczenie usług pocztowych na rzecz spółki z o.o. Nieruchomości i Opłaty Lokalne w Szczecinie w roku 2023”,64100000-7 (Usługi pocztowe i kurierskie),"{'6.2.)': 247615.0, '6.3.)': 247615.0, '6.4.)': 247615.0, '8.2.)': 247615.0}",1
973,Services,2023/BZP 00004631,True,Usługa w zakresie całodziennego żywienia  pacjentów Lubuskiego Centrum Ortopedii im. dr. Lecha Wierusza w Świebodzinie Spółka z o.o.,"55321000-6 (Usługi przygotowywania posiłków),55520000-1 (Usługi dostarczania posiłków),55320000-9 (Usługi podawania posiłków)","{'4.3.)': 977092.0, '6.2.)': 975996.0, '6.3.)': 1055259.36, '6.4.)': 1055259.36, '8.2.)': 1055259.36}",1
974,Services,2023/BZP 00004639,True,PRZEGLĄDY APARATURY MEDYCZNEJ,50421000-2 (Usługi w zakresie napraw i konserwacji sprzętu medycznego),"{'4.3.)': 375833.33, '4.5.5.)': 3240.74, '6.2.)': 2138.4, '6.3.)': 3557.52, '6.4.)': 2138.4, '8.2.)': 2138.4}",51
975,Delivery,2023/BZP 00004640,True,Zakup i dostawa materiałów zużywalnych dla Pracowni Terapii Genowej i Pracowni Immunologii Nowotworów,33696000-5 (Odczynniki i środki kontrastowe),{'8.2.)': 176753.07},1
976,Works,2023/BZP 00004647,True,"Wykonanie  w latach 2022/2023 robót zduńskich w komunalnych lokalach mieszkalnych zarządzanych przez Zarząd Budynków i Lokali Komunalnych w Szczecinie, w podziale na dwie części","45000000-7 (Roboty budowlane),45262630-6 (Wznoszenie pieców),45453000-7 (Roboty remontowe i renowacyjne)","{'4.3.)': 143382.66, '4.5.5.)': 92663.88, '6.2.)': 105000.0, '6.3.)': 105000.0, '6.4.)': 105000.0, '8.2.)': 105000.0}",2
977,Delivery,2023/BZP 00004652,True,Sprzedaż i dostawa papierosów do sklepów stacji paliw Miejskiego Zakładu Komunikacji Spółka z o.o. w Koszalinie,15991300-4 (Papierosy),"{'4.3.)': 879000.0, '6.2.)': 1016857.0, '6.3.)': 1016857.0, '8.2.)': 1016857.0}",1
978,Services,2023/BZP 00004662,True,Obsługa ratownicza dla obiektów Miejskiego Ośrodka Sportu i Rekreacji w Rudzie Śląskiej w roku 2023,75252000-7 (Służby ratownicze),"{'6.2.)': 330482.0, '6.3.)': 341017.5, '6.4.)': 330482.0, '8.2.)': 330482.0}",1
979,Delivery,2023/BZP 00004667,True,Dostawa stacji roboczych oraz komputerów przenośnych,"30214000-2 (Stacje robocze),30213100-6 (Komputery przenośne)","{'4.3.1)': 94309.0, '4.5.5.)': 9756.1, '6.2.)': 16784.58, '6.3.)': 16784.58, '6.4.)': 16784.58, '8.2.)': 16784.58}",3
980,Services,2023/BZP 00004668,True,"Odbiór, transport i zagospodarowanie odpadów komunalnych z terenu Gminy Nowe Piekuty oraz zorganizowanie i prowadzenie punktu selektywnej zbiórki odpadów komunalnych (PSZOK) w Gminie Nowe Piekuty","90000000-7 (Usługi odbioru ścieków, usuwania odpadów, czyszczenia/sprzątania i usługi ekologiczne),90500000-2 (Usługi związane z odpadami),90511300-5 (Usługi zbierania śmieci),90512000-9 (Usługi transportu odpadów),90514000-3 (Usługi recyklingu odpadów),90533000-2 (Usługi gospodarki odpadami),90513100-7 (Usługi wywozu odpadów pochodzących z gospodarstw domowych)","{'4.3.)': 916666.67, '6.2.)': 1014336.0, '6.3.)': 1014336.0, '6.4.)': 1014336.0, '8.2.)': 1014336.0}",1
981,Services,2023/BZP 00004672,True,Całoroczne usuwanie tam bobrowych i zatorów,90721800-5 (Usługi ochrony przed naturalnym ryzykiem lub zagrożeniami),"{'4.3.)': 97560.98, '6.2.)': 110551.56, '6.3.)': 352174.34, '6.4.)': 110551.56, '8.2.)': 120000.0}",1
982,Delivery,2023/BZP 00004676,True,"Zakup i sukcesywna dostawa produktów mleczarskich, olejów, tłuszczy roślinnych i zwierzęcych","15500000-3 (Produkty mleczarskie),15400000-2 (Oleje i tłuszcze zwierzęce lub roślinne),15430000-1 (Tłuszcze jadalne)","{'6.2.)': 275861.25, '6.3.)': 310500.76, '6.4.)': 275861.25, '8.2.)': 275861.25}",1
983,Services,2023/BZP 00004677,True,Wykonanie usługi w zakresie odbioru wód opadowych i roztopowych z terenu Gminy Miejskiej Legionowo,90480000-5 (Usługi gospodarki ściekowej),{'8.2.)': 730000.0},1
984,Works,2023/BZP 00004685,True,"Zaprojektowanie i budowa oświetlenia przejść dla pieszych w ramach zadania Poprawa bezpieczeństwa ruchu drogowego na przejściach dla pieszych
w woj. mazowieckim na DK62 na odcinku Repki - Skrzeszew","45100000-8 (Przygotowanie terenu pod budowę),71320000-7 (Usługi inżynieryjne w zakresie projektowania),31527210-1 (Latarnie),45316110-9 (Instalowanie urządzeń oświetlenia drogowego),44144000-1 (Słupy)","{'6.2.)': 2656800.0, '6.3.)': 2656800.0, '6.4.)': 2656800.0, '8.2.)': 2656800.0}",1
985,Delivery,2023/BZP 00004686,True,"Zaprojektowanie, wykonanie i montaż instalacji fotowoltaicznej o mocy 49-50 kWp na terenie CSiR Olender sp. z o.o. w Wielkiej Nieszawce",09332000-5 (Instalacje słoneczne),{'6.3.)': 307069.5},1
986,Works,2023/BZP 00004691,True,Modernizacja instalacji elektrycznej ze zmianą sposobu ogrzewania w wyznaczonych mieszkaniach gminnych zarządzanych przez Wrocławskie Mieszkania Sp. z o.o.,"45000000-7 (Roboty budowlane),45300000-0 (Roboty instalacyjne w budynkach),45310000-3 (Roboty instalacyjne elektryczne),45315000-8 (Instalowanie urządzeń elektrycznego ogrzewania i innego sprzętu elektrycznego w budynkach),45400000-1 (Roboty wykończeniowe w zakresie obiektów budowlanych)","{'6.2.)': 1145340.0, '6.3.)': 1561680.0, '6.4.)': 1145340.0, '8.2.)': 1145340.0}",1
987,Delivery,2023/BZP 00004693,True,Zakup i dostawa oleju opałowego lekkiego dla Specjalnego Ośrodka Szkolno - Wychowawczego im. Świętego Jana Pawła II w Długoborzu,09135100-5 (Olej opałowy),"{'6.2.)': 6.43, '6.3.)': 6.56, '6.4.)': 6.43}",1
988,Services,2023/BZP 00004697,True,Zapewnienie świadczeń zdrowotnych z zakresu medycyny pracy,85121000-3 (Usługi medyczne),"{'4.3.1)': 59795.73, '6.2.)': 54196.0, '6.3.)': 54196.0, '6.4.)': 54196.0, '8.2.)': 54196.0}",1
990,Services,2023/BZP 00004706,True,Odnowienie subskrypcji licencji posiadanych przez Narodowe Forum Muzyki im. Witolda Lutosławskiego,"48000000-8 (Pakiety oprogramowania i systemy informatyczne),48624000-8 (Pakiety oprogramowania dla systemów operacyjnych komputerów osobistych (PC))","{'4.3.1)': 139865.5, '4.5.5.)': 23822.64, '6.2.)': 23822.64, '6.3.)': 58302.0, '6.4.)': 23822.64, '8.2.)': 23822.64}",2
991,Services,2023/BZP 00004708,True,Świadczenie usług prawniczych w roku 2023 i 2024 roku polegających na świadczeniu pomocy prawnej w rozumieniu przepisów ustawy z dnia 6 lipca 1982 r. o radcach prawnych (...),"79100000-5 (Usługi prawnicze),79110000-8 (Usługi w zakresie doradztwa prawnego i reprezentacji prawnej),79111000-5 (Usługi w zakresie doradztwa prawnego),79112000-2 (Usługi reprezentacji prawnej)","{'4.5.5.)': 144000.0, '6.2.)': 10848.6, '6.3.)': 10848.6, '6.4.)': 10848.6, '8.2.)': 260366.4}",6
993,Services,2023/BZP 00004713,True,Usługa objęcia opieką serwisową oprogramowania aplikacyjnego InfoMedica/AMMS,72250000-2 (Usługi w zakresie konserwacji i wsparcia systemów),"{'6.2.)': 135300.0, '6.3.)': 135300.0, '6.4.)': 135300.0, '8.2.)': 135300.0}",1
994,Delivery,2023/BZP 00004723,True,Dostawa sprzętu laboratoryjnego i aparatury badawczej dla jednostek organizacyjnych Uniwersytetu Warmińsko-Mazurskiego w Olsztynie,"38500000-0 (Aparatura kontrolna i badawcza),38000000-5 (Sprzęt laboratoryjny, optyczny i precyzyjny (z wyjątkiem szklanego))","{'4.5.5.)': 14000.0, '6.2.)': 13382.4, '6.3.)': 13382.4, '6.4.)': 13382.4, '8.2.)': 13382.4}",12
995,Delivery,2023/BZP 00004724,True,Dostawa oleju opałowego na terenie gminy Dębe Wielkie w 2023 roku,09135000-4 (Oleje opałowe),"{'6.2.)': 874069.34, '6.3.)': 874069.34, '6.4.)': 874069.34, '8.2.)': 874069.34}",1
996,Delivery,2023/BZP 00004725,True,Dostawa materiałów medycznych,"33140000-3 (Materiały medyczne),33750000-2 (Produkty do pielęgnacji niemowląt),33141110-4 (Opatrunki)","{'4.3.1)': 111257.96, '4.5.5.)': 4400.0, '6.2.)': 518.4, '6.3.)': 518.4, '6.4.)': 518.4, '8.2.)': 518.4}",5
997,Delivery,2023/BZP 00004744,True,"„Zakup paliw płynnych do samochodów osobowych, ciężarowych, maszyn roboczych  i urządzeń eksploatowanych przez Urząd Gminy Działdowo oraz pojazdów i motopomp OSP z terenu Gminy Działdowo w 2023 roku”","09134100-8 (Olej napędowy),09132100-4 (Benzyna bezołowiowa)",{},1
998,Services,2023/BZP 00004747,True,Świadczenie usługi ochrony fizycznej osób i mienia oraz monitoringu obiektów Izby Administracji Skarbowej w Łodzi oraz podległych jednostek,"79710000-4 (Usługi ochroniarskie),79711000-1 (Usługi nadzoru przy użyciu alarmu),79715000-9 (Usługi patrolowe)","{'4.3.1)': 3010783.7, '4.5.5.)': 467321.33, '6.2.)': 531518.0, '6.3.)': 548571.36, '6.4.)': 531518.0, '8.2.)': 531518.0}",1
999,Works,2023/BZP 00004748,True,„Zmiana sposobu użytkowania oraz przebudowa i nadbudowa budynku usługowego na budynek mieszkalny wielorodzinny w miejscowości Klasztorne” IV,"45111300-1 (Roboty rozbiórkowe),45400000-1 (Roboty wykończeniowe w zakresie obiektów budowlanych),45311200-2 (Roboty w zakresie instalacji elektrycznych)","{'6.2.)': 1949000.0, '6.3.)': 2589150.0, '6.4.)': 1949000.0, '8.2.)': 1949000.0}",1
1000,Delivery,2023/BZP 00004751,True,Realizacja projektu grantowego „Cyfrowy Powiat”,"32422000-7 (Elementy składowe sieci),48822000-6 (Serwery komputerowe),30234600-4 (Pamięć flash),30213000-5 (Komputery osobiste),30231310-3 (Wyświetlacze płaskie),31682530-4 (Awaryjne urządzenia energetyczne),30213100-6 (Komputery przenośne),30237460-1 (Klawiatury komputerowe),30237410-6 (Myszka komputerowa),48900000-7 (Różne pakiety oprogramowania i systemy komputerowe)","{'4.3.)': 161354.39, '8.2.)': 201560.83}",1
1001,Delivery,2023/BZP 00004754,True,Dostawy mięsa i wędlin dla Limanowskiego Domu Kultury,"15100000-9 (Produkty zwierzęce, mięso i produkty mięsne)","{'4.3.)': 300000.0, '6.2.)': 317105.35, '6.3.)': 317105.35, '6.4.)': 317105.35, '8.2.)': 317105.35}",1
1002,Delivery,2023/BZP 00004757,True,Dostawa paliw płynnych dla potrzeb Gminy Krzemieniewo w roku 2023,09134100-8 (Olej napędowy),"{'4.3.)': 274980.0, '8.2.)': 210889.0}",1
1003,Works,2023/BZP 00004759,True,Rozbudowa systemu monitoringu wizyjnego IP Miasta Elbląg w ramach Budżetu Obywatelskiego 2022 – Park Traugutta – Etap 1,"45232300-5 (Roboty budowlane i pomocnicze w zakresie linii telefonicznych i ciągów komunikacyjnych),35125300-2 (Kamery bezpieczeństwa),32562000-0 (Kable światłowodowe),45315100-9 (Instalacyjne roboty elektrotechniczne),45100000-8 (Przygotowanie terenu pod budowę),45300000-0 (Roboty instalacyjne w budynkach),45311100-1 (Roboty w zakresie okablowania elektrycznego),45314000-1 (Instalowanie urządzeń telekomunikacyjnych),32520000-4 (Sprzęt i kable telekomunikacyjne)","{'6.2.)': 449656.39, '6.3.)': 787200.0, '6.4.)': 449656.39, '8.2.)': 449656.39}",1
1004,Services,2023/BZP 00004768,True,Przedłużenie wsparcia serwisowego macierzy oraz serwerów systemu VNA na okres 36 miesięcy dla NIO-PIB Oddziału w Gliwicach,"72590000-7 (Profesjonalne usługi komputerowe),72611000-6 (Usługi w zakresie wsparcia technicznego),72250000-2 (Usługi w zakresie konserwacji i wsparcia systemów)",{},1
1005,Works,2023/BZP 00004771,True,Przebudowa drogi gminnej nr 203013G – ul. E. Orzeszkowej w miejscowości Stare Pole,"45000000-7 (Roboty budowlane),45112000-5 (Roboty w zakresie usuwania gleby),45111200-0 (Roboty w zakresie przygotowania terenu pod budowę i roboty ziemne),45111291-4 (Roboty w zakresie zagospodarowania terenu),45111300-1 (Roboty rozbiórkowe),45231400-9 (Roboty budowlane w zakresie budowy linii energetycznych),45231600-1 (Roboty budowlane w zakresie budowy linii komunikacyjnych),45232130-2 (Roboty budowlane w zakresie rurociągów do odprowadzania wody burzowej),45233142-6 (Roboty w zakresie naprawy dróg),45233200-1 (Roboty w zakresie różnych nawierzchni),45316110-9 (Instalowanie urządzeń oświetlenia drogowego)","{'4.3.)': 730440.08, '6.2.)': 912989.34, '6.3.)': 1082198.93, '6.4.)': 912989.34, '8.2.)': 912989.34}",1
1006,Services,2023/BZP 00004775,True,Oczyszczanie ulic i chodników na terenie miasta i gminy Reszel wraz z wywozem nieczystości stałych w roku 2023,"90610000-6 (Usługi sprzątania i zamiatania ulic),90513200-8 (Usługi wywozu stałych odpadów miejskich)","{'6.2.)': 219753.0, '6.3.)': 219753.0, '6.4.)': 219753.0, '8.2.)': 219753.0}",1
1007,Works,2023/BZP 00004778,True,Przebudowa ul. Mokrej oraz Trzech Stawów w miejscowości Olszyna,45233252-0 (Roboty w zakresie nawierzchni ulic),"{'6.2.)': 1121132.92, '6.3.)': 1121132.92, '6.4.)': 1121132.92, '8.2.)': 1121132.92}",1
1008,Delivery,2023/BZP 00004784,True,Dostawa rocznego serwisu w tym upgrade i update oraz opieka autorska obecnie eksploatowanego w Urzędzie Marszałkowskim Województwa Mazowieckiego w Warszawie Systemu lub dostawa równoważnego systemu,"48900000-7 (Różne pakiety oprogramowania i systemy komputerowe),72212218-0 (Usługi opracowywania oprogramowania zarządzającego licencjami),72267000-4 (Usługi w zakresie konserwacji i napraw oprogramowania),72265000-0 (Usługi konfiguracji oprogramowania)","{'6.2.)': 360000.0, '6.3.)': 360000.0, '6.4.)': 360000.0, '8.2.)': 360000.0}",1
1009,Works,2023/BZP 00004792,True,Utwardzenie składnic drewna przy drogach leśnych wywozowych na terenie Nadleśnictwa Wisła z podziałem na 2 zadania,"45233250-6 (Roboty w zakresie nawierzchni, z wyjątkiem dróg),45213230-4 (Roboty budowlane w zakresie składów),45111200-0 (Roboty w zakresie przygotowania terenu pod budowę i roboty ziemne)","{'4.3.1)': 230318.07, '4.5.5.)': 155154.64, '6.2.)': 147533.58, '6.3.)': 172558.11, '6.4.)': 147533.58, '8.2.)': 147533.58}",2
1010,Services,2023/BZP 00004797,True,OBSŁUGA INFRASTRUKTURY ZAMAWIAJĄCEGO ORAZ WSPARCIE PRZY REALIZACJI WYBRANYCH PROJEKTÓW INFORMATYCZNYCH,"72250000-2 (Usługi w zakresie konserwacji i wsparcia systemów),72200000-7 (Usługi doradcze w zakresie programowania oprogramowania)",{},1
1011,Services,2023/BZP 00004810,True,Bieżąca konserwacja i  remonty obiektów komunalnych będących w administracji Gminy Niepołomice,"50800000-3 (Różne usługi w zakresie napraw i konserwacji),50700000-2 (Usługi w zakresie napraw i konserwacji instalacji budynkowych)","{'6.2.)': 1000000.0, '6.3.)': 1000000.0, '6.4.)': 1000000.0, '8.2.)': 1000000.0}",1
1013,Delivery,2023/BZP 00004830,True,Dostawa gazów technicznych i specjalnych w butlach oraz ciekłego helu na podstawie umowy ramowej,24110000-8 (Gazy przemysłowe),"{'4.3.1)': 698481.8, '4.5.5.)': 548781.8, '6.2.)': 6312.36, '6.3.)': 38991.0, '6.4.)': 6312.36, '8.2.)': 6312.36}",3
1014,Services,2023/BZP 00004833,True,Usługa sprzątania pomieszczeń i utrzymania czystości w 2023 roku,"90900000-6 (Usługi w zakresie sprzątania i odkażania),90910000-9 (Usługi sprzątania),90911200-8 (Usługi sprzątania budynków),77300000-3 (Usługi ogrodnicze),90620000-9 (Usługi odśnieżania)","{'4.3.)': 902523.15, '6.2.)': 780230.16, '6.3.)': 884184.0, '6.4.)': 780230.16, '8.2.)': 780230.16}",1
1015,Services,2023/BZP 00004834,True,Usługa ochrony fizycznej budynku nr 35 - Rektorat  Lotniczej Akademii Wojskowej w Dęblinie,"79710000-4 (Usługi ochroniarskie),79715000-9 (Usługi patrolowe),79714000-2 (Usługi w zakresie nadzoru)","{'4.3.)': 381040.98, '6.2.)': 529294.33, '6.3.)': 782425.39, '6.4.)': 529294.33, '8.2.)': 529294.33}",1
1016,Services,2023/BZP 00004847,True,"Usługa dystrybucji energii elektrycznej do punktów poboru energii elektrycznej w Oddziale Terenowym TVP S.A. w Rzeszowie przy ul. Kopisto 6 i przy 
ul. Broniewskiego 1 przez okres 36 miesięcy",65310000-9 (Przesył energii elektrycznej),{'8.2.)': 480000.0},1
1017,Delivery,2023/BZP 00004851,True,Dostawa pierogów mrożonych do zakładów karnych i aresztów śledczych w Okręgu Łódzkim,15894300-4 (Dania gotowe),"{'6.2.)': 217333.0, '6.3.)': 507185.0, '6.4.)': 217333.0}",1
1018,Works,2023/BZP 00004854,True,Przebudowa i zmiana sposobu użytkowania drugiego piętra Szkoły Podstawowej w Leśniewie.,"45000000-7 (Roboty budowlane),45111300-1 (Roboty rozbiórkowe),45223000-6 (Roboty budowlane w zakresie konstrukcji),45432130-4 (Pokrywanie podłóg),45262500-6 (Roboty murarskie i murowe),45324000-4 (Roboty w zakresie okładziny tynkowej),45421000-4 (Roboty w zakresie stolarki budowlanej),45223500-1 (Konstrukcje z betonu zbrojonego),45443000-4 (Roboty elewacyjne),45321000-3 (Izolacja cieplna),45233220-7 (Roboty w zakresie nawierzchni dróg),45311000-0 (Roboty w zakresie okablowania oraz instalacji elektrycznych),45300000-0 (Roboty instalacyjne w budynkach)","{'6.2.)': 7749779.04, '6.3.)': 9987600.0, '6.4.)': 7749779.04, '8.2.)': 7749779.04}",1
1019,Works,2023/BZP 00004862,True,Modernizacja drogi w miejscowości Kramsk – ul. Rynek,"45233140-2 (Roboty drogowe),45233120-6 (Roboty w zakresie budowy dróg),45233123-7 (Roboty budowlane w zakresie dróg podrzędnych),45232400-6 (Roboty budowlane w zakresie kanałów ściekowych)","{'6.2.)': 385893.21, '6.3.)': 449676.57, '6.4.)': 385893.21, '8.2.)': 385893.21}",1
1021,Delivery,2023/BZP 00004879,True,Zestawy szkoleniowe do Laboratorium Sterowników Przemysłowych dla Wydziału Elektrycznego Politechniki Częstochowskiej.,"31682210-5 (Aparatura i sprzęt sterujący),38970000-5 (Badawcze, testowe i naukowe symulatory techniczne),39162110-9 (Sprzęt dydaktyczny),48514000-4 (Pakiety oprogramowania zdalnego dostępu)","{'4.3.1)': 89430.89, '6.2.)': 119944.68, '6.3.)': 119944.68, '6.4.)': 119944.68, '8.2.)': 119944.68}",1
1022,Services,2023/BZP 00004880,True,Wynajem toalet przenośnych w latach 2023-2024,45215500-2 (Toalety publiczne),"{'6.2.)': 313150.32, '6.3.)': 497886.48, '6.4.)': 313150.32, '8.2.)': 313150.32}",1
1023,Delivery,2023/BZP 00004893,True,Dostawa środków do dezynfekcji dla Dolnośląskiego Centrum Rehabilitacji i Ortopedii Sp. z o.o. w Kamiennej Górze.,33631600-8 (Środki antyseptyczne i dezynfekcyjne),"{'4.5.5.)': 2850.0, '6.2.)': 3078.0, '6.3.)': 3078.0, '6.4.)': 3078.0, '8.2.)': 3078.0}",25
1026,Services,2023/BZP 00004911,True,„Wykonywanie stałej ochrony mienia w siedzibie OPS w Chorzowie”,79710000-4 (Usługi ochroniarskie),"{'6.2.)': 44301.6, '6.3.)': 72600.0, '6.4.)': 72600.0, '8.2.)': 89298.0}",1
1028,Delivery,2023/BZP 00004927,True,SZP/242-149/2022 Zasoby programistyczne w ramach projektu „CLARIN – Wspólne Zasoby Językowe i Infrastruktura Technologiczna - 5 zadań,48600000-4 (Pakiety oprogramowania dla baz danych i operacyjne),{'4.3.1)': 165000.0},4
1029,Services,2023/BZP 00004930,True,Świadczenie usług administracyjno-biurowych wraz ze wsparciem merytorycznym w zakresie obsługi programów dotacyjnych i wspierających realizowanych w Instytucie Adama Mickiewicza,79500000-9 (Dodatkowe usługi biurowe),{},1
1030,Works,2023/BZP 00004935,True,"Wykonanie robót budowlanych:
w ramach zadania:  „Rewitalizacja przestrzeni parkowych w Elblągu” (cała nazwa zamówienia w pkt 4.2.2.) ogłoszenia o zamówieniu","45453000-7 (Roboty remontowe i renowacyjne),45112711-2 (Roboty w zakresie kształtowania parków),45212120-3 (Roboty budowlane w zakresie parków tematycznych)","{'4.3.)': 2871720.8, '4.5.5.)': 1316750.0, '6.2.)': 2829478.08, '6.3.)': 2829478.08, '6.4.)': 2829478.08, '8.2.)': 2829478.08}",2
1031,Services,2023/BZP 00004943,True,Utrzymanie w sprawności i bieżąca konserwacja oraz naprawy sygnalizacji świetlnych w latach 2022-2024 w ciągu drogi krajowej nr 6 na odcinku Gdynia – Boże Pole Wielkie po zmianie kategorii drogi ...,"50232200-2 (Usługi w zakresie konserwacji sygnalizacji ulicznej),50230000-6 (Usługi w zakresie napraw i konserwacji i podobne usługi osprzętu dróg i innego sprzętu)","{'6.2.)': 758331.89, '6.3.)': 758331.89, '6.4.)': 758331.89, '8.2.)': 758331.89}",1
1032,Delivery,2023/BZP 00004947,True,Kompleksowa dostawa energii elektrycznej obejmująca jej sprzedaż i dystrybucję do obiektów Przedsiębiorstwa Usług Komunalnych Spółka z o.o. w Bornem Sulinowie,"09000000-3 (Produkty naftowe, paliwo, energia elektryczna i inne źródła energii),09310000-5 (Elektryczność),65310000-9 (Przesył energii elektrycznej)",{'8.2.)': 750000.0},1
1034,Services,2023/BZP 00004970,True,Obsługa bankowa budżetu Gminy i Miasta Janikowo,66110000-4 (Usługi bankowe),"{'4.3.)': 153580.83, '6.2.)': 54648.0, '6.3.)': 54648.0, '6.4.)': 54648.0, '8.2.)': 54648.0}",1
1035,Works,2023/BZP 00004976,True,Utworzenie w Brzegu mieszkań dla migrantów wojennych z Ukrainy - 2 części,"45111300-1 (Roboty rozbiórkowe),45262500-6 (Roboty murarskie i murowe),45421000-4 (Roboty w zakresie stolarki budowlanej),45310000-3 (Roboty instalacyjne elektryczne),45330000-9 (Roboty instalacyjne wodno-kanalizacyjne i sanitarne),45333000-0 (Roboty instalacyjne gazowe),45331000-6 (Instalowanie urządzeń grzewczych, wentylacyjnych i klimatyzacyjnych)","{'4.5.5.)': 88766.12, '6.2.)': 120453.76, '6.3.)': 120453.76, '6.4.)': 120453.76, '8.2.)': 120453.76}",2
1036,Delivery,2023/BZP 00004980,True,Dostawa drutu do pras belujących,44333000-3 (Drut),"{'4.3.1)': 78900.0, '6.2.)': 89851.5, '6.3.)': 91327.5, '6.4.)': 89851.5, '8.2.)': 89851.5}",1
1037,Delivery,2023/BZP 00004981,True,"Sukcesywne dostawy artykułów spożywczych do Przedszkola nr 376 
mieszczącego się w Warszawie, przy ulicy Admiralskiej 17","03000000-1 (Produkty rolnictwa, hodowli, rybołówstwa, leśnictwa i podobne),03220000-9 (Warzywa, owoce i orzechy),15000000-8 (Żywność, napoje, tytoń i produkty pokrewne),15500000-3 (Produkty mleczarskie),15540000-5 (Produkty serowarskie),15800000-6 (Różne produkty spożywcze),15330000-0 (Przetworzone owoce i warzywa),15331100-8 (Warzywa świeże lub mrożone),15221000-3 (Ryby mrożone),15811000-6 (Pieczywo)","{'4.3.1)': 402868.11, '4.5.5.)': 56766.63, '6.2.)': 53394.0, '6.3.)': 53394.0, '6.4.)': 53394.0, '8.2.)': 53394.0}",6
1038,Services,2023/BZP 00004983,True,Dystrybucja energii elektrycznej do nieruchomości PZZN na rok 2023,65310000-9 (Przesył energii elektrycznej),"{'4.3.)': 207490.59, '4.5.5.)': 6212.46, '6.2.)': 21962.4, '6.3.)': 21962.4, '6.4.)': 21962.4, '8.2.)': 21962.4}",2
1039,Works,2023/BZP 00004991,True,Remonty ulic o nawierzchni twardej (z wyłączeniem jezdni o nawierzchni bitumicznej) na terenie miasta Kalisza w 2023 r.,"45233140-2 (Roboty drogowe),45233142-6 (Roboty w zakresie naprawy dróg)","{'6.2.)': 282162.0, '6.3.)': 282162.0, '6.4.)': 282162.0, '8.2.)': 282162.0}",1
1040,Services,2023/BZP 00004995,True,"Ubezpieczenie majątkowe, odpowiedzialności cywilnej i komunikacyjne
Uniwersytetu Mikołaja Kopernika w Toruniu","66515000-3 (Usługi ubezpieczenia od uszkodzenia lub utraty),66515100-4 (Usługi ubezpieczenia od ognia),66515400-7 (Usługi ubezpieczenia od skutków żywiołów),66516000-0 (Usługi ubezpieczenia od odpowiedzialności cywilnej),66516400-4 (Usługi ubezpieczenia od ogólnej odpowiedzialności cywilnej),66512100-3 (Usługi ubezpieczenia od następstw nieszczęśliwych wypadków),66514110-0 (Usługi ubezpieczeń pojazdów mechanicznych),66516100-1 (Usługi ubezpieczenia pojazdów mechanicznych od odpowiedzialności cywilnej)","{'4.5.5.)': 82268.3, '6.2.)': 72544.34, '6.3.)': 72544.34, '6.4.)': 72544.34, '8.2.)': 72544.34}",2
1041,Services,2023/BZP 00005005,True,Świadczenie kompleksowych usług pogrzebowych na terenie Gminy Miasta Częstochowy,98370000-7 (Usługi pogrzebowe i podobne),"{'6.2.)': 248810.0, '6.3.)': 248810.0, '6.4.)': 248810.0, '8.2.)': 248810.0}",1
1042,Services,2023/BZP 00005008,True,Kompleksowa obsługa bankowa budżetu Gminy Sicienko oraz jednostek organizacyjnych w latach 2023-2026,"66110000-4 (Usługi bankowe),66112000-8 (Usługi depozytowe),66113000-5 (Usługi udzielania kredytu)","{'4.3.)': 336000.0, '6.2.)': 249360.0, '6.3.)': 249360.0, '6.4.)': 249360.0, '8.2.)': 249360.0}",1
1043,Delivery,2023/BZP 00005011,True,Dostawa pieczywa na potrzeby 1WSzKzP SPZOZ w Lublinie Filii w Ełku,15811000-6 (Pieczywo),"{'4.3.)': 58695.0, '6.2.)': 47242.0, '6.3.)': 47242.0, '6.4.)': 47242.0, '8.2.)': 47242.0}",1
