,orderType,bzpNumber,isTenderAmountBelowEU,orderObject,cpvCode,htmlBody,contractors
9532,Services,2023/BZP 00057075,True,„Świadczenie usług pralniczych dla Domu Pomocy Społecznej w Strzałkowie w 2023r.”,"98310000-9 (Usługi prania i czyszczenia na sucho),98311000-6 (Usługi odbierania prania)","{'4.3.)': 123000.0, '6.3.)': 151290.0, '6.4.)': 151290.0, '8.2.)': 151290.0}",1
9533,Services,2023/BZP 00057080,True,"Obsługa instruktorska zajęć: nauka pływania dla dzieci, młodzieży i dorosłych na obiekcie Miejskiego Ośrodka Sportu i Rekreacji.",92600000-7 (Usługi sportowe),"{'4.5.5.)': 34334.5, '6.2.)': 35850.0}",9
9534,Delivery,2023/BZP 00057089,True,50/22 – Dostawa i montaż sprzętu i urządzeń w ramach projektu pn. „Dostosowanie Szpitala Wojewódzkiego w Bielsku-Białej do osób ze szczególnymi potrzebami”,"33192100-3 (Łóżka do użytku medycznego),33192000-2 (Meble medyczne),39111100-4 (Siedziska obrotowe),33193120-6 (Wózki inwalidzkie),33100000-1 (Urządzenia medyczne),32543000-1 (Łącznice telefoniczne)","{'4.5.5.)': 163100.0, '6.2.)': 190650.0, '6.3.)': 249639.08, '6.4.)': 18360.0, '8.2.)': 18360.0}",5
9535,Delivery,2023/BZP 00057092,True,"„Sukcesywna dostawa kruszywa 
w 2022 -2023roku”","14212200-2 (Kruszywo),60100000-9 (Usługi w zakresie transportu drogowego)","{'4.3.)': 289788.0, '6.3.)': 309996.9, '6.4.)': 285729.0, '8.2.)': 285729.0}",1
9536,Delivery,2023/BZP 00057104,True,Sukcesywna dostawa oleju opałowego lekkiego na potrzeby Zespołu Szkolno – Przedszkolnego w Żelistrzewie.,09135100-5 (Olej opałowy),"{'4.3.)': 287100.0, '6.2.)': 6384.93, '6.3.)': 6423.06, '6.4.)': 6384.93, '8.2.)': 6384.93}",1
9537,Delivery,2023/BZP 00057106,True,Sukcesywne dostarczanie środków czystości i artykułów gospodarczych  na potrzeby Miejskiego Centrum Medycznego im. dr. Karola Jonschera w Łodzi.,"39800000-0 (Środki czyszczące i polerujące),39811100-1 (Odświeżacze powietrza),39224000-8 (Miotły i szczotki i inne artykuły różnego rodzaju),34928480-6 (Pojemniki i kosze na odpady i śmieci)","{'4.3.)': 504197.86, '4.5.5.)': 9750.0, '6.2.)': 8856.0, '6.3.)': 23616.0, '6.4.)': 233028.42, '8.2.)': 8856.0}",5
9538,Services,2023/BZP 00057110,True,Projekt przebudowy zjazdu do SP w Stadłach wraz z budową przejścia dla pieszych przy drodze powiatowej nr 1544KChełmiec – Naszacowice II,71320000-7 (Usługi inżynieryjne w zakresie projektowania),"{'6.2.)': 39975.0, '6.3.)': 39975.0, '6.4.)': 39975.0, '8.2.)': 39975.0}",1
9539,Services,2023/BZP 00057122,True,Odbiór i zagospodarowanie stałych odpadów komunalnych z terenu Gminy Paradyż,"90500000-2 (Usługi związane z odpadami),90511000-2 (Usługi wywozu odpadów),90512000-9 (Usługi transportu odpadów),90513100-7 (Usługi wywozu odpadów pochodzących z gospodarstw domowych),90533000-2 (Usługi gospodarki odpadami),90514000-3 (Usługi recyklingu odpadów)","{'4.5.5.)': 62870.0, '6.2.)': 88185.78, '6.3.)': 88185.78, '6.4.)': 88185.78, '8.2.)': 88185.78}",2
9540,Works,2023/BZP 00057124,True,Renowacja kanalizacji deszczowej w ul. Włodkowica w Szczecinie,"45453100-8 (Roboty renowacyjne),71322200-3 (Usługi projektowania rurociągów)","{'4.3.)': 133829.27, '6.2.)': 169770.75, '6.3.)': 243377.64, '6.4.)': 169770.75, '8.2.)': 169770.75}",1
9541,Services,2023/BZP 00057127,True,Opracowanie projektu miejscowego planu zagospodarowania przestrzennego dla terenu położonego w obrębie ewidencyjnym Żółwia Błoć,71410000-5 (Usługi planowania przestrzennego),"{'4.3.)': 160000.0, '4.3.1)': 32520.33, '6.2.)': 16974.0, '6.3.)': 47970.0, '6.4.)': 16974.0, '8.2.)': 16974.0}",1
9542,Services,2023/BZP 00057132,True,Druk katalogu do wystawy „Granice sztuki. 30 lat Paszportów Polityki ”,79810000-5 (Usługi drukowania),"{'4.3.1)': 53500.0, '6.2.)': 60270.0, '6.3.)': 60270.0, '6.4.)': 60270.0, '8.2.)': 60270.0}",1
9544,Delivery,2023/BZP 00057137,True,ZP-05/MKII/22 Dostawa pomocy dydaktycznych do prowadzenia zajęć w obszarze chmury zawodowej w ramach projektu  pn. Modernizacja kształcenia zawodowego w Małopolsce II,"39162100-6 (Pomoce dydaktyczne),15000000-8 (Żywność, napoje, tytoń i produkty pokrewne),15300000-1 (Owoce, warzywa i podobne produkty),03142500-3 (Jaja),03220000-9 (Warzywa, owoce i orzechy),15400000-2 (Oleje i tłuszcze zwierzęce lub roślinne),15800000-6 (Różne produkty spożywcze),15981200-0 (Gazowane wody mineralne)","{'6.3.)': 726.62, '6.4.)': 726.62, '8.2.)': 726.62}",1
9546,Delivery,2023/BZP 00057159,True,"Dostawa owoców, warzyw świeżych i okopowych dla 21 Wojskowego Szpitala Uzdrowiskowo-Rehabilitacyjnego SP ZOZ w Busku-Zdroju","03200000-3 (Zboża, ziemniaki, warzywa, owoce i orzechy),03221110-0 (Warzywa korzeniowe),03220000-9 (Warzywa, owoce i orzechy),03222321-9 (Jabłka)","{'4.5.5.)': 62703.0, '6.2.)': 62697.0, '6.3.)': 69670.5, '6.4.)': 62697.0, '8.2.)': 62697.0}",4
9547,Services,2023/BZP 00057167,True,Serwis sieci SAN,72710000-0 (Usługi w zakresie lokalnej sieci komputerowej),"{'4.3.)': 203252.0, '6.3.)': 293763.36}",1
9550,Services,2023/BZP 00057181,True,"Świadczenie usługi przygotowywania i dostarczania gorących posiłków do Klubu Seniora (część I), oraz świadczenie usługi przygotowywania i wydawania gorących posiłków dla klientów MOPS (część II)","55321000-6 (Usługi przygotowywania posiłków),55320000-9 (Usługi podawania posiłków),55521200-0 (Usługi dowożenia posiłków)","{'4.3.)': 178493.25, '6.2.)': 226100.0, '6.3.)': 226100.0, '6.4.)': 226100.0, '8.2.)': 226100.0}",1
9551,Delivery,2023/BZP 00057187,True,„Dostawa paliwa gazowego na potrzeby Domu Pomocy Społecznej w Strzałkowie na 2023r.”,09120000-6 (Paliwa gazowe),"{'4.3.)': 145460.96, '6.2.)': 145460.96, '6.3.)': 145460.96, '6.4.)': 145460.96, '8.2.)': 145460.96}",1
9552,Delivery,2023/BZP 00057189,True,Dostawa artykułów żywnościowych dla Zespołu Szkół w Prószkowie w roku 2023,"15500000-3 (Produkty mleczarskie),15100000-9 (Produkty zwierzęce, mięso i produkty mięsne),15300000-1 (Owoce, warzywa i podobne produkty),03142500-3 (Jaja),03212100-1 (Ziemniaki),15890000-3 (Różne produkty spożywcze i produkty suszone),15431000-8 (Margaryna i podobne produkty),15600000-4 (Produkty przemiału ziarna, skrobi i produktów skrobiowych),15400000-2 (Oleje i tłuszcze zwierzęce lub roślinne),15811000-6 (Pieczywo),15980000-1 (Napoje bezalkoholowe),15320000-7 (Soki owocowe i warzywne),15842000-2 (Czekolada i wyroby cukiernicze),15894300-4 (Dania gotowe),15842300-5 (Wyroby cukiernicze),15200000-0 (Ryby przetworzone i konserwowane),15210000-3 (Filety rybne, wątróbki rybne i ikra),03200000-3 (Zboża, ziemniaki, warzywa, owoce i orzechy),15872000-1 (Zioła i przyprawy korzenne)","{'4.5.5.)': 120000.0, '8.2.)': 13560.95}",10
9553,Services,2023/BZP 00057191,True,"Program kompleksowej ochrony ubezpieczeniowej majątku, następstw nieszczęśliwych wypadków i odpowiedzialności cywilnej dla Powiatu Łowickiego i jego jednostek organizacyjnych","66510000-8 (Usługi ubezpieczeniowe),66512100-3 (Usługi ubezpieczenia od następstw nieszczęśliwych wypadków),66513200-1 (Usługi ubezpieczenia wykonawcy od wszelkiego ryzyka),66515000-3 (Usługi ubezpieczenia od uszkodzenia lub utraty),66515100-4 (Usługi ubezpieczenia od ognia),66515400-7 (Usługi ubezpieczenia od skutków żywiołów),66515410-0 (Usługi ubezpieczenia od strat finansowych),66516000-0 (Usługi ubezpieczenia od odpowiedzialności cywilnej),66516400-4 (Usługi ubezpieczenia od ogólnej odpowiedzialności cywilnej),66516300-3 (Usługi ubezpieczenia jednostek pływających od odpowiedzialności cywilnej),66516200-2 (Usługi ubezpieczenia statków powietrznych od odpowiedzialności cywilnej)","{'4.3.)': 330000.0, '4.5.5.)': 6000.0, '6.2.)': 262952.43, '6.3.)': 262952.43, '6.4.)': 262952.43, '8.2.)': 262952.43}",1
9554,Services,2023/BZP 00057195,False,Odbiór odpadów komunalnych z terenu gminy Mońki w 2023 roku,90511000-2 (Usługi wywozu odpadów),"{'6.2.)': 1652400.0, '6.3.)': 1652400.0, '6.4.)': 1652400.0, '8.2.)': 1652400.0}",1
9555,Services,2023/BZP 00057197,True,"Zarządzanie nieruchomościami stanowiącymi  własność Gminy Olkusz  (Dom Przedpogrzebowy, grunty przynależne - dom Przedpogrzebowy)",70330000-3 (Usługi zarządzania nieruchomościami na zasadzie bezpośredniej płatności lub umowy),"{'4.3.1)': 17626.0, '6.2.)': 22713.24, '6.3.)': 28793.64, '6.4.)': 22713.24, '8.2.)': 22713.24}",1
9557,Delivery,2023/BZP 00057210,True,"Dostawa odczynników do badań immunochemicznych i biochemicznych wraz z dzierżawą analizatorów, przez okres 24 miesięcy","33696500-0 (Odczynniki laboratoryjne),38434000-6 (Analizatory)","{'4.3.)': 685770.53, '4.5.5.)': 240448.53, '6.2.)': 237621.64, '6.3.)': 237621.64, '6.4.)': 237621.64, '8.2.)': 237621.64}",2
9558,Delivery,2023/BZP 00057215,True,Sukcesywna dostawa artykułów spożywczych na potrzeby stołówki szkolnej w Szkole Podstawowej im. ks. Józefa Baranowicza w Szczercowie  oraz  kuchni w Przedszkolu Samorządowym w Szczercowie,"15800000-6 (Różne produkty spożywcze),15221000-3 (Ryby mrożone),15331170-9 (Warzywa mrożone),15300000-1 (Owoce, warzywa i podobne produkty),15110000-2 (Mięso),15811000-6 (Pieczywo),15500000-3 (Produkty mleczarskie),15130000-8 (Produkty mięsne),15400000-2 (Oleje i tłuszcze zwierzęce lub roślinne),15220000-6 (Ryby mrożone, filety rybne i pozostałe mięso ryb),15100000-9 (Produkty zwierzęce, mięso i produkty mięsne)","{'6.2.)': 182153.81, '6.3.)': 182153.81, '6.4.)': 182153.81}",2
9559,Delivery,2023/BZP 00057218,True,Kompleksowa dostawa wraz z dystrybucją gazu ziemnego wysokometanowego E dla Centrum Opieki nad Dzieckiem im. K. Maciejewicza w Szczecinie,"09123000-7 (Gaz ziemny),65200000-5 (Przesył gazu i podobne usługi)","{'6.2.)': 149913.19, '6.3.)': 149913.19, '6.4.)': 149913.19, '8.2.)': 149913.19}",1
9562,Delivery,2023/BZP 00057268,True,"Sukcesywne dostawy lekkiego oleju  opałowego w roku 2023 dla potrzeb części szkół  Gminy Jabłonka""",09135100-5 (Olej opałowy),"{'4.3.)': 621138.21, '6.2.)': 686458.08, '6.3.)': 688111.2, '6.4.)': 686458.08, '8.2.)': 686458.08}",1
9563,Services,2023/BZP 00057272,True,Konserwacja oświetlenia na terenie Gminy Rydzyna w roku 2023,50232100-1 (Usługi w zakresie konserwacji oświetlenia ulicznego),"{'4.3.)': 179859.06, '6.2.)': 185819.4, '6.3.)': 185819.4, '6.4.)': 185819.4, '8.2.)': 185819.4}",1
9564,Delivery,2023/BZP 00057282,True,"Sukcesywna dostawa żywności dla wybranych przedszkoli Miasta Bielska-Białej (Przedszkola nr 35, 42, 44, 51 oraz 54).","15000000-8 (Żywność, napoje, tytoń i produkty pokrewne),15300000-1 (Owoce, warzywa i podobne produkty),03142500-3 (Jaja),15100000-9 (Produkty zwierzęce, mięso i produkty mięsne),15112000-6 (Drób),15220000-6 (Ryby mrożone, filety rybne i pozostałe mięso ryb),15331170-9 (Warzywa mrożone),15332100-5 (Przetworzone owoce),15430000-1 (Tłuszcze jadalne),15500000-3 (Produkty mleczarskie),15600000-4 (Produkty przemiału ziarna, skrobi i produktów skrobiowych),15800000-6 (Różne produkty spożywcze),15810000-9 (Pieczywo, świeże wyroby piekarskie i ciastkarskie)","{'4.3.1)': 955286.95, '4.5.5.)': 74316.6, '6.2.)': 73789.8, '6.3.)': 73789.8, '6.4.)': 115197.85, '8.2.)': 115197.85}",7
9565,Works,2023/BZP 00057297,True,Bieżące remonty dróg gruntowych w 2023 r.,45500000-2 (Wynajem maszyn i urządzeń wraz z obsługą operatorską do prowadzenia robót z zakresu budownictwa oraz inżynierii wodnej i lądowej),"{'4.5.5.)': 45675.0, '6.2.)': 39298.5, '6.3.)': 39298.5, '6.4.)': 39298.5, '8.2.)': 58947.75}",3
9566,Services,2023/BZP 00057303,True,"""Świadczenie usług w zakresie przygotowania i dostarczania całodziennego wyżywienia dla pacjentów hospitalizowanych w SP ZOZ Lesko i Dziennym Oddziale Psychiatrycznym""","55322000-3 (Usługi gotowania posiłków),55321000-6 (Usługi przygotowywania posiłków),55521000-8 (Usługi w zakresie dostarczania posiłków do prywatnych gospodarstw domowych)","{'6.2.)': 1493496.6, '6.3.)': 1493496.6, '6.4.)': 1493496.6, '8.2.)': 1493496.6}",1
9567,Delivery,2023/BZP 00057325,True,"Kompleksowa dostawa energii elektrycznej wraz ze świadczeniem usług dystrybucji energii elektrycznej 
na rzecz Centrum Szkoleniowego ORE z siedzibą przy 
ul. Paderewskiego 77 w Sulejówku","09300000-2 (Energia elektryczna, cieplna, słoneczna i jądrowa)","{'6.2.)': 183643.85, '6.3.)': 183643.85, '6.4.)': 183643.85, '8.2.)': 183643.85}",1
9568,Delivery,2023/BZP 00057326,True,Dostawa energii cieplnej do budynku administrowanego przez Zakład Gospodarki Mieszkaniowej w Toruniu przy ul. Mickiewicza 118.,"09320000-8 (Para, gorąca woda i podobne produkty)","{'4.3.1)': 271913.97, '6.2.)': 334454.18, '6.3.)': 334454.18, '6.4.)': 334454.18, '8.2.)': 334454.18}",1
9569,Services,2023/BZP 00057333,True,Odbiór odpadów z Gminy Olszanica w roku 2023,"90500000-2 (Usługi związane z odpadami),90513100-7 (Usługi wywozu odpadów pochodzących z gospodarstw domowych),90512000-9 (Usługi transportu odpadów),90514000-3 (Usługi recyklingu odpadów),90533000-2 (Usługi gospodarki odpadami)","{'6.2.)': 933290.64, '6.3.)': 933290.64, '6.4.)': 933290.64, '8.2.)': 933290.64}",1
9570,Delivery,2023/BZP 00057341,True,Dostawa żywności na potrzeby Przedszkola nr 15 w Sieradzu,"15800000-6 (Różne produkty spożywcze),15300000-1 (Owoce, warzywa i podobne produkty),15811000-6 (Pieczywo),15500000-3 (Produkty mleczarskie),03311000-2 (Ryby),03142500-3 (Jaja),15130000-8 (Produkty mięsne),15131500-0 (Produkty drobiowe)","{'4.5.5.)': 48054.0, '6.2.)': 13500.0, '6.3.)': 20000.0, '6.4.)': 18750.0, '8.2.)': 18750.0}",1
9571,Delivery,2023/BZP 00057343,True,"Kompleksowa dostawa gazu ziemnego wysokometanowego (grupa E) obejmująca sprzedaż i dystrybucję gazu dla 
Szkoły Podstawowej z Oddziałami Integracyjnymi nr 18 im. Jana Brzechwy w Rybniku","09123000-7 (Gaz ziemny),65200000-5 (Przesył gazu i podobne usługi)","{'6.2.)': 145524.32, '6.3.)': 145524.32, '6.4.)': 145524.32, '8.2.)': 145524.32}",1
9572,Delivery,2023/BZP 00057361,True,"DOSTAWAZESTAWÓW OPERACYJNYCH ORAZ ŚRODKÓW OCHRONY INDYWIDUALNEJ
 dla Mazowieckiego Szpitala Specjalistycznego 
Spółka z ograniczoną odpowiedzialnością","33141000-0 (Jednorazowe, niechemiczne artykuły medyczne i hematologiczne)","{'4.3.1)': 54858.6, '4.5.5.)': 63374.4, '6.2.)': 54172.8, '6.3.)': 66484.8, '6.4.)': 54172.8, '8.2.)': 54172.8}",2
9573,Services,2023/BZP 00057374,True,Kompleksowe ubezpieczenie mienia i odpowiedzialności cywilnej Miejskiego Zakładu Gospodarki Mieszkaniowej – TBS Sp. z o.o. w Płocku,66510000-8 (Usługi ubezpieczeniowe),"{'6.2.)': 172734.0, '6.3.)': 172734.0, '6.4.)': 172734.0, '8.2.)': 172734.0}",1
9574,Services,2023/BZP 00057375,True,"Hotelowanie, zapewnienie opieki bezdomnym zwierzętom z terenu Gminy Dmosin, podejmowanie działań prowadzących do adopcji hotelowanych zwierząt oraz wyłapywanie w okresie 01.01.2023 r. do 31.12.2023 r.","98380000-0 (Usługi psiarni),85210000-3 (Ośrodki pielęgnowania zwierząt domowych)","{'6.2.)': 180165.9, '6.3.)': 180165.9, '6.4.)': 180165.9, '8.2.)': 180165.9}",1
9575,Delivery,2023/BZP 00057379,True,Dostawa oleju napędowego w ilości 50 m3 na potrzeby Zakładu Usług Komunalnych Sp. z o.o. w Kurowie,09134100-8 (Olej napędowy),"{'6.2.)': 360378.93, '6.3.)': 360378.93, '6.4.)': 360378.93, '8.2.)': 360378.93}",1
9576,Works,2023/BZP 00057385,True,"Budowa sieci kanalizacji sanitarnej w miejscowości Michalcza i Ułanowo, gmina Kłecko","45000000-7 (Roboty budowlane),45232440-8 (Roboty budowlane w zakresie budowy rurociągów do odprowadzania ścieków),45231300-8 (Roboty budowlane w zakresie budowy wodociągów i rurociągów do odprowadzania ścieków),45232423-3 (Roboty budowlane w zakresie przepompowni ścieków),45111200-0 (Roboty w zakresie przygotowania terenu pod budowę i roboty ziemne),45233223-8 (Wymiana nawierzchni drogowej),45111240-2 (Roboty w zakresie odwadniania gruntu)",{'6.3.)': 13440335.09},1
9577,Works,2023/BZP 00057392,True,"Budowa budynku mieszkalnego wielorodzinnego wraz z infrastrukturą techniczną przy ul. Mieszka I w Lęborku, dz. nr 142/11, obręb 11.","45000000-7 (Roboty budowlane),45210000-2 (Roboty budowlane w zakresie budynków),45111291-4 (Roboty w zakresie zagospodarowania terenu),45400000-1 (Roboty wykończeniowe w zakresie obiektów budowlanych),45300000-0 (Roboty instalacyjne w budynkach)","{'4.3.)': 7052433.77, '6.2.)': 5587124.0, '6.3.)': 7398753.26, '6.4.)': 5587124.0, '8.2.)': 5587124.0}",1
9579,Works,2023/BZP 00057399,True,"Budowa budynku mieszkalnego wielorodzinnego wraz z infrastrukturą techniczną przy ul. Mieszka I w Lęborku, dz. nr 142/12, obręb 11.","45000000-7 (Roboty budowlane),45210000-2 (Roboty budowlane w zakresie budynków),45111291-4 (Roboty w zakresie zagospodarowania terenu),45400000-1 (Roboty wykończeniowe w zakresie obiektów budowlanych),45300000-0 (Roboty instalacyjne w budynkach)","{'4.3.)': 7115777.3, '6.2.)': 5591475.0, '6.3.)': 7520755.26, '8.2.)': 5591475.0}",1
9580,Services,2023/BZP 00057415,True,Przygotowanie i dostawa gorących posiłków dla mieszkańców gminy Swarzędz                      z wykorzystaniem własnego zaplecza kuchennego w 2023 roku”.,"55322000-3 (Usługi gotowania posiłków),55321000-6 (Usługi przygotowywania posiłków),55521100-9 (Usługi rozwożenia posiłków),55521200-0 (Usługi dowożenia posiłków),55520000-1 (Usługi dostarczania posiłków)",{'4.3.)': 60916.67},1
9581,Delivery,2023/BZP 00057423,True,Dostawa oleju opałowego lekkiego L-1 do ogrzewania budynku wielofunkcyjnego w Jaksicach przy ul. Sportowej 4,09211810-2 (Oleje lekkie),"{'4.3.)': 138500.0, '4.3.1)': 69250.0, '6.2.)': 6.0, '6.3.)': 6.0, '6.4.)': 6.0, '8.2.)': 75000.0}",1
9582,Services,2023/BZP 00057429,True,Bieżąca obsługa prawna w roku 2023 dla terenowych jednostek organizacyjnych z obszaru działania RZGW w Szczecinie,79100000-5 (Usługi prawnicze),"{'4.3.1)': 170053.9, '4.5.5.)': 36322.56, '6.2.)': 113356.8, '6.3.)': 113356.8, '6.4.)': 113356.8, '8.2.)': 113356.8}",1
9583,Delivery,2023/BZP 00057443,True,Dostawy materiałów kamiennych wykorzystywanych przez ZGKIM na drogi gminne w roku 2023,44910000-2 (Kamień budowlany),"{'6.2.)': 470185.95, '6.3.)': 470185.95, '6.4.)': 470185.95}",1
9585,Delivery,2023/BZP 00057483,True,Sukcesywna dostawa nabiału na potrzeby jednostek organizacyjnych Miejskiego Ośrodka Pomocy Społecznej na terenie miasta Olsztyna w 2023 roku,"15511000-3 (Mleko),15500000-3 (Produkty mleczarskie)","{'4.3.)': 550832.57, '4.3.1)': 76047.54, '6.2.)': 78199.52, '6.3.)': 80798.17, '6.4.)': 78199.52, '8.2.)': 78199.52}",1
9586,Services,2023/BZP 00057486,True,Usuwanie pojazdów z dróg na terenie miasta Kalisza i ich przechowywanie na parkingu strzeżonym zgodnie z ustawą Prawo o ruchu drogowym,"50118000-5 (Usługi w zakresie pomocy drogowej),50118110-9 (Usługi holownicze),98351100-9 (Usługi parkingowe)","{'4.3.)': 546381.8, '4.5.5.)': 106086.08, '6.2.)': 51412.03, '6.3.)': 70645.55, '6.4.)': 51412.03, '8.2.)': 51412.03}",2
9587,Delivery,2023/BZP 00057489,True,Dostawa samochodu typu pick-up,"34113000-2 (Pojazdy z napędem na 4 koła),34113200-4 (Samochody poruszające się po każdej nawierzchni),34113300-5 (Pojazdy terenowe),34131000-4 (Pikapy)","{'6.2.)': 275397.0, '6.3.)': 275397.0, '6.4.)': 275397.0, '8.2.)': 275397.0}",1
9588,Services,2023/BZP 00057492,True,"Świadczenie usług zdrowotnych osobom doprowadzonym do wytrzeźwienia
w Ośrodku Wczesnej Interwencji dla Osób z Problem Alkoholowym i ich Rodzin
w zakresie Części nr 7","85000000-9 (Usługi w zakresie zdrowia i opieki społecznej),85121100-4 (Ogólne usługi lekarskie)","{'4.3.)': 80640.0, '8.2.)': 80640.0}",1
9589,Delivery,2023/BZP 00057514,True,dostawy posiłków do szkół Gminy Kępice,55524000-9 (Usługi dostarczania posiłków do szkół),{},1
9592,Delivery,2023/BZP 00057535,True,"Dostaw spektrometru optycznego ICP-OES z widzeniem dualnym, z autosamplerem dla Katedry Inżynierii i Technologii Procesów Chemicznych Wydziału Chemicznego PWr",38433000-9 (Spektrometry),"{'4.3.1)': 382000.0, '6.2.)': 468986.7, '6.3.)': 468986.7, '6.4.)': 468986.7, '8.2.)': 468986.7}",1
9593,Delivery,2023/BZP 00057556,True,Dostawa i realizacja kart zakupowych w formie papierowej dla osób uprawnionych – klientów Miejskiego Ośrodka Pomocy Rodzinie w Ostrołęce,30163000-9 (Karty płatnicze),{},1
9594,Services,2023/BZP 00057561,True,Świadczenie usług pocztowych na potrzeby Urzędu Miasta Sławkowa w 2023 r.,"64110000-0 (Usługi pocztowe),64112000-4 (Usługi pocztowe dotyczące listów),64113000-1 (Usługi pocztowe dotyczące paczek),64120000-3 (Usługi kurierskie)","{'4.3.)': 180000.0, '6.2.)': 178814.8, '6.3.)': 178814.8, '6.4.)': 178814.8, '8.2.)': 178814.8}",1
9595,Services,2023/BZP 00057574,True,dowozy i odwozy szkolne wraz z zapewnieniem opieki w dni nauki szkolnej na terenie Miasta i Gminy Wronki od 02 stycznia 2023r. do 22 grudnia 2023r.,60100000-9 (Usługi w zakresie transportu drogowego),"{'4.3.)': 915450.4, '4.5.5.)': 90711.86, '6.2.)': 35769.6, '6.3.)': 35769.6, '6.4.)': 35769.6, '8.2.)': 35769.6}",1
9598,Delivery,2023/BZP 00057601,True,DOSTAWA 4 % ROZTWORU CYTRYNIANU SODU ORAZ ROZTWORU ACD(A) PRZEZ OKRES 24 MIESIĘCY DLA REGIONALNEGO CENTRUM KRWIODAWSTWA I KRWIOLECZNICTWA W RACIBORZU,33692000-7 (Roztwory lecznicze),"{'4.5.5.)': 16394.4, '6.3.)': 26568.0, '6.4.)': 16394.4, '8.2.)': 16394.4, '6.2.)': 16394.4}",2
9599,Services,2023/BZP 00057602,True,"Organizacja Plenerowego Festiwalu Muzycznego ""Zdobywcy Fryderyków"" 2023",79953000-9 (Usługi w zakresie organizacji festiwali),{},1
9600,Delivery,2023/BZP 00057605,True,Zakup i dostawa samochodu dla Głównego Inspektoratu Weterynarii w 2022 r.,34110000-1 (Samochody osobowe),{},1
9601,Services,2023/BZP 00057617,True,Świadczenie usług w zakresie bieżącego utrzymania czystości i porządku na terenie obiektów sportowych i rekreacyjnych Gminy Kolbudy w 2023 roku,90610000-6 (Usługi sprzątania i zamiatania ulic),"{'6.2.)': 147035.52, '6.3.)': 147035.52, '6.4.)': 147035.52, '8.2.)': 147035.52}",1
9602,Works,2023/BZP 00057618,True,"Przebudowa zjazdu z ul. Szewskiej z wykonaniem docelowej organizacji ruchu
oraz budowa zjazdu z ul. N. Barlickiego – 2 ZADANIA.",45111291-4 (Roboty w zakresie zagospodarowania terenu),"{'4.5.5.)': 49742.86, '6.2.)': 50512.25, '6.3.)': 50512.25, '6.4.)': 50512.25, '8.2.)': 50512.25}",2
9603,Services,2023/BZP 00057630,True,Konserwacja oświetlenia ulicznego na terenie Gminy Koniusza,50232100-1 (Usługi w zakresie konserwacji oświetlenia ulicznego),"{'4.3.)': 211250.16, '6.2.)': 165968.82, '6.3.)': 165968.82, '6.4.)': 165968.82, '8.2.)': 165968.82}",1
9604,Works,2023/BZP 00057635,True,Bieżące utrzymanie dojazdu pożarowego nr 15 Bagienna,45233142-6 (Roboty w zakresie naprawy dróg),"{'4.3.)': 172824.46, '8.2.)': 220582.05}",1
9605,Delivery,2023/BZP 00057646,True,Dostawa oleju opałowego lekkiego do Urzędu Gminy w Strawczynie oraz szkół na terenie Gminy Strawczyn w 2023 roku w ilości 61m3,09135100-5 (Olej opałowy),"{'4.3.)': 331047.0, '6.2.)': 389180.0, '6.3.)': 390400.0, '6.4.)': 389180.0, '8.2.)': 389180.0}",1
9607,Services,2023/BZP 00057656,True,Świadczenie usług pralniczych,98310000-9 (Usługi prania i czyszczenia na sucho),"{'4.3.)': 258803.97, '4.5.5.)': 31936.5, '6.2.)': 32422.8, '6.3.)': 32422.8, '6.4.)': 32422.8, '8.2.)': 32422.8}",15
9609,Delivery,2023/BZP 00057658,True,Sprzedaż i dostarczenie specjalistycznych mieszanin związków chemicznych i ich roztworów (odczynniki),33696000-5 (Odczynniki i środki kontrastowe),"{'4.3.1)': 124284.55, '4.5.5.)': 4390.24, '6.4.)': 15186.67, '8.2.)': 5388.93}",11
9610,Delivery,2023/BZP 00057665,True,Zakup i dostawa fabrycznie nowego ciągnika rolniczego komunalnego wraz z osprzętem,16710000-5 (Ciągniki rolnicze pedałowe),"{'6.2.)': 246000.0, '6.3.)': 246000.0, '6.4.)': 246000.0, '8.2.)': 246000.0}",1
9611,Works,2023/BZP 00057674,True,"Rozbudowa DW 694 poleg. na rozbiórce istniejąc mostu drog. km40+779 i budow przepustu rz. Zuzełka, w m.Zuzela i rozbiórce istniej. i budowie nowego obiektu inżyn. km41+641w m.Zuzela-post. nr 199/22",45221100-3 (Roboty budowlane w zakresie budowy mostów),"{'4.3.)': 5726928.98, '6.2.)': 4969696.97, '6.3.)': 7509390.19, '6.4.)': 4969696.97, '8.2.)': 4969696.97}",1
9612,Services,2023/BZP 00057680,True,"Świadczenie usług zdrowotnych osobom doprowadzonym do wytrzeźwienia
w Ośrodku Wczesnej Interwencji dla Osób z Problem Alkoholowym i ich Rodzin
w zakresie Części nr 8.","85000000-9 (Usługi w zakresie zdrowia i opieki społecznej),85121100-4 (Ogólne usługi lekarskie)","{'4.3.)': 69120.0, '8.2.)': 69120.0}",1
9613,Delivery,2023/BZP 00057681,True,Zakup paliw do pojazdów samochodowych będących własnością Gminy Strawczyn i Gminnego Ośrodka Pomocy Społecznej Strawczynie w 2023 roku,09134100-8 (Olej napędowy),"{'4.3.)': 349408.33, '4.3.1)': 43886.11, '6.2.)': 48094.23, '6.3.)': 48094.23, '6.4.)': 48094.23, '8.2.)': 48094.23}",1
